Filas,Áreas Transaccionales Filas No.,Áreas Transaccionales Filas Descripción,Codigo Transacción Filas,Transacción filas,Código Productos (CUP),Productos (CUP),Código CPC Grupos,CPC Grupos,Código Productos Compactos,Productos Compactos,Código Bioeconomía Productos,Bioeconomía Productos,Código CUPc,CUPc,Código BCT,BCT
ot_f086,ATF01,Producción,P1,Producción,86,Productos farmacéuticos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ot_f087,ATF01,Producción,P1,Producción,87,Productos de aseo y cosméticos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ot_f088,ATF01,Producción,P1,Producción,88,Explosivos y detonadores,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f089,ATF01,Producción,P1,Producción,89,Otros productos químicos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f090,ATF01,Producción,P1,Producción,90,Productos de caucho,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f091,ATF01,Producción,P1,Producción,91,Productos de plástico,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f092,ATF01,Producción,P1,Producción,92,Botellas de vidrio,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f093,ATF01,Producción,P1,Producción,93,Otros productos de vidrio,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f094,ATF01,Producción,P1,Producción,94,"Cemento, cal y yeso",3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f095,ATF01,Producción,P1,Producción,95,Hormigón premezclado,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f096,ATF01,Producción,P1,Producción,96,Mezclas asfálticas,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f097,ATF01,Producción,P1,Producción,97,Otros productos de minerales no metálicos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f098,ATF01,Producción,P1,Producción,98,Ferromolibdeno y otros productos básicos de acero,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f099,ATF01,Producción,P1,Producción,99,Productos de hierro y acero,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f100,ATF01,Producción,P1,Producción,100,Productos básicos de metales no ferrosos,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f101,ATF01,Producción,P1,Producción,101,Productos metálicos de uso estructural,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f102,ATF01,Producción,P1,Producción,102,Otros productos metálicos,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f103,ATF01,Producción,P1,Producción,103,Maquinaria para uso industrial,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f104,ATF01,Producción,P1,Producción,104,Computadores y sus componentes,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f105,ATF01,Producción,P1,Producción,105,Otras maquinarias de oficina,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f106,ATF01,Producción,P1,Producción,106,Televisores,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f107,ATF01,Producción,P1,Producción,107,Teléfonos móviles,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f108,ATF01,Producción,P1,Producción,108,Máquinas y aparatos de uso doméstico,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f109,ATF01,Producción,P1,Producción,109,Otras maquinarias y equipos eléctricos,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f110,ATF01,Producción,P1,Producción,110,Automóviles,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f111,ATF01,Producción,P1,Producción,111,Buses,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f112,ATF01,Producción,P1,Producción,112,Otros vehículos automotores,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f113,ATF01,Producción,P1,Producción,113,Material de transporte marítimo y aéreo,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f114,ATF01,Producción,P1,Producción,114,Otros equipos de transporte terrestre y sus partes y piezas,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f115,ATF01,Producción,P1,Producción,115,Muebles,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f116,ATF01,Producción,P1,Producción,116,Otros productos manufacturados y desperdicios,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f117,ATF01,Producción,P1,Producción,117,"Reparación e instalación de maquinaria y equipo, excepto de transporte",4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f118,ATF01,Producción,P1,Producción,118,Servicios de mantenimiento y reparación de equipo de transporte,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f119,ATF01,Producción,P1,Producción,119,Energía y potencia eléctrica,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f120,ATF01,Producción,P1,Producción,120,Servicios de transmisión de electricidad,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f121,ATF01,Producción,P1,Producción,121,Servicios de distribución de electricidad,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f122,ATF01,Producción,P1,Producción,122,Gas distribuido por ductos,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f123,ATF01,Producción,P1,Producción,123,Agua,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ot_f124,ATF01,Producción,P1,Producción,124,Servicios de eliminación de desperdicios y reciclaje,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ot_f125,ATF01,Producción,P1,Producción,125,Edificios residenciales,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f126,ATF01,Producción,P1,Producción,126,Edificios no residenciales,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f127,ATF01,Producción,P1,Producción,127,Obras viales,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f128,ATF01,Producción,P1,Producción,128,Obras de proyectos de energía eléctrica,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f129,ATF01,Producción,P1,Producción,129,Obras mineras,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f130,ATF01,Producción,P1,Producción,130,Otras obras de ingeniería,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f131,ATF01,Producción,P1,Producción,131,Servicios de construcción,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f132,ATF01,Producción,P1,Producción,132,Servicios comerciales de intermediación automotriz,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f133,ATF01,Producción,P1,Producción,133,Servicios comerciales de intermediación mayorista,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f134,ATF01,Producción,P1,Producción,134,Servicios comerciales de intermediación minorista,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,1,Culturales,1,BCT
ot_f135,ATF01,Producción,P1,Producción,135,Servicios comerciales a cambio de una retribución o por contrata,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f136,ATF01,Producción,P1,Producción,136,Servicios de mantenimiento y reparación de vehículos automotores,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f137,ATF01,Producción,P1,Producción,137,Servicios de hotelería,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ot_f138,ATF01,Producción,P1,Producción,138,Servicios de restaurantes,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,2,Bioeconomía extendida,2,No culturales,1,BCT
ot_f139,ATF01,Producción,P1,Producción,139,Servicios de transporte por ferrocarril,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ot_f140,ATF01,Producción,P1,Producción,140,Servicios de transporte caminero de pasajeros,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ot_f141,ATF01,Producción,P1,Producción,141,Servicios de transporte caminero de carga,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f142,ATF01,Producción,P1,Producción,142,Transporte por tuberías (gasoductos y oleoductos),6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f143,ATF01,Producción,P1,Producción,143,Servicios de transporte marítimo,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ot_f144,ATF01,Producción,P1,Producción,144,Servicios de arriendo de embarcaciones,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ot_f145,ATF01,Producción,P1,Producción,145,Servicios de transporte aéreo de pasajeros,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ot_f146,ATF01,Producción,P1,Producción,146,Servicios de transporte aéreo de carga y arriendo de naves,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ot_f147,ATF01,Producción,P1,Producción,147,Almacenamiento y depósito,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f148,ATF01,Producción,P1,Producción,148,"Servicios de carreteras, estacionamientos y estaciones de autobuses",6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f149,ATF01,Producción,P1,Producción,149,Servicios de puertos y aeropuertos,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f150,ATF01,Producción,P1,Producción,150,Otros conexos de transporte,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f151,ATF01,Producción,P1,Producción,151,Servicio de correo y mensajería,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f152,ATF01,Producción,P1,Producción,152,Servicios de telefonía móvil,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f153,ATF01,Producción,P1,Producción,153,Servicios de telefonía fija y de larga distancia,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f154,ATF01,Producción,P1,Producción,154,Otros servicios de telefonía,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f155,ATF01,Producción,P1,Producción,155,Servicios informáticos,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f156,ATF01,Producción,P1,Producción,156,"Servicios de edición, producción y difusión",6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f157,ATF01,Producción,P1,Producción,157,Servicios de intermediación financiera,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f158,ATF01,Producción,P1,Producción,158,Servicios de intermediación financiera medidos indirectamente (SIFMI),7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f159,ATF01,Producción,P1,Producción,159,Servicios de seguros de vida,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f160,ATF01,Producción,P1,Producción,160,Servicios de seguros generales,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f161,ATF01,Producción,P1,Producción,161,Servicios auxiliares de intermediación financiera,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f162,ATF01,Producción,P1,Producción,162,Servicios inmobiliarios,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f163,ATF01,Producción,P1,Producción,163,Servicios de vivienda,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ot_f164,ATF01,Producción,P1,Producción,164,Servicios jurídicos y contables,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f165,ATF01,Producción,P1,Producción,165,Servicios de arquitectura e ingeniería,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f166,ATF01,Producción,P1,Producción,166,Servicios de publicidad e investigación de mercados,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f167,ATF01,Producción,P1,Producción,167,Investigación y desarrollo,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,2,Bioeconomía extendida,1,Culturales,2,Resto productos
ot_f168,ATF01,Producción,P1,Producción,168,"Otros servicios profesionales, técnico y de negocios",8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f169,ATF01,Producción,P1,Producción,169,Servicios de alquiler sin operarios,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,1,BCT
ot_f170,ATF01,Producción,P1,Producción,170,"Servicios de suministro de personal, limpieza, seguridad y otros de apoyo",8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f171,ATF01,Producción,P1,Producción,171,Servicios de administración pública,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f172,ATF01,Producción,P1,Producción,172,Servicios de educación pública,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f173,ATF01,Producción,P1,Producción,173,Servicios de educación privada,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f174,ATF01,Producción,P1,Producción,174,Servicios de salud pública,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f175,ATF01,Producción,P1,Producción,175,Servicios de salud privada,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f176,ATF01,Producción,P1,Producción,176,Servicios sociales y de asociaciones,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ot_f177,ATF01,Producción,P1,Producción,177,Servicios de esparcimiento,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,1,Culturales,1,BCT
ot_f178,ATF01,Producción,P1,Producción,178,Reparación de artículos domésticos,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f179,ATF01,Producción,P1,Producción,179,Servicio doméstico,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ot_f180,ATF01,Producción,P1,Producción,180,Otros servicios personales,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ot_f181,ATF01,Producción,P1,Producción,181,Otros bienes y servicios,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ui_f001,ATF02,Consumo intermedio,P2,Consumo intermedio,1,Trigo,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f002,ATF02,Consumo intermedio,P2,Consumo intermedio,2,Maíz,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f003,ATF02,Consumo intermedio,P2,Consumo intermedio,3,Otros cereales,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f004,ATF02,Consumo intermedio,P2,Consumo intermedio,4,Tubérculos y legumbres,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f005,ATF02,Consumo intermedio,P2,Consumo intermedio,5,Forrajeras y otros cultivos de uso industrial,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f006,ATF02,Consumo intermedio,P2,Consumo intermedio,6,Hortalizas y setas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f007,ATF02,Consumo intermedio,P2,Consumo intermedio,7,Uva vinífera y pisquera,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f008,ATF02,Consumo intermedio,P2,Consumo intermedio,8,Uva de mesa,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f009,ATF02,Consumo intermedio,P2,Consumo intermedio,9,Manzanas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f010,ATF02,Consumo intermedio,P2,Consumo intermedio,10,Duraznos y otros carozos,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f011,ATF02,Consumo intermedio,P2,Consumo intermedio,11,Paltas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f012,ATF02,Consumo intermedio,P2,Consumo intermedio,12,Kiwis y otras frutas tropicales,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f013,ATF02,Consumo intermedio,P2,Consumo intermedio,13,Arándanos y otras bayas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f014,ATF02,Consumo intermedio,P2,Consumo intermedio,14,Otras Frutas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f015,ATF02,Consumo intermedio,P2,Consumo intermedio,15,Ganado bovino,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f016,ATF02,Consumo intermedio,P2,Consumo intermedio,16,Cerdos,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f017,ATF02,Consumo intermedio,P2,Consumo intermedio,17,Aves de corral,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f018,ATF02,Consumo intermedio,P2,Consumo intermedio,18,Leche sin procesar,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f019,ATF02,Consumo intermedio,P2,Consumo intermedio,19,Huevos,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f020,ATF02,Consumo intermedio,P2,Consumo intermedio,20,Otros animales y productos pecuarios,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f021,ATF02,Consumo intermedio,P2,Consumo intermedio,21,"Servicios de apoyo a la agricultura, ganadería y silvicultura",0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f022,ATF02,Consumo intermedio,P2,Consumo intermedio,22,Coníferas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f023,ATF02,Consumo intermedio,P2,Consumo intermedio,23,Eucaliptus,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f024,ATF02,Consumo intermedio,P2,Consumo intermedio,24,Leña y otros productos silvícolas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f025,ATF02,Consumo intermedio,P2,Consumo intermedio,25,Salmones y truchas de cultivo,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f026,ATF02,Consumo intermedio,P2,Consumo intermedio,26,"Otros pescados, mariscos y algas",0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f027,ATF02,Consumo intermedio,P2,Consumo intermedio,27,Carbón,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f028,ATF02,Consumo intermedio,P2,Consumo intermedio,28,Petróleo crudo,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f029,ATF02,Consumo intermedio,P2,Consumo intermedio,29,Gas natural,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f030,ATF02,Consumo intermedio,P2,Consumo intermedio,30,Cobre,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f031,ATF02,Consumo intermedio,P2,Consumo intermedio,31,Minerales de molibdeno y sus concentrados,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f032,ATF02,Consumo intermedio,P2,Consumo intermedio,32,Hierro,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f033,ATF02,Consumo intermedio,P2,Consumo intermedio,33,Oro,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f034,ATF02,Consumo intermedio,P2,Consumo intermedio,34,Plata y otros metalíferos no ferrosos,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
